place_name,place_type,year,quarter,value
גבעתיים,עירייה,2013,4,997.0
גבעתיים,עירייה,2014,1,1237.0
גבעתיים,עירייה,2014,2,957.0
גבעתיים,עירייה,2014,3,884.0
גבעתיים,עירייה,2014,4,878.0
גבעתיים,עירייה,2015,1,1052.0
גבעתיים,עירייה,2015,2,916.0
גבעתיים,עירייה,2015,3,857.0
גבעתיים,עירייה,2015,4,780.0
גבעתיים,עירייה,2016,1,1085.0
גבעתיים,עירייה,2016,2,1057.0
גבעתיים,עירייה,2016,3,948.0
גבעתיים,עירייה,2016,4,836.0
גבעתיים,עירייה,2017,1,1030.0
גבעתיים,עירייה,2017,2,368.0
גדרה,מועצה מקומית,2012,1,257.0
גדרה,מועצה מקומית,2012,2,137.0
גדרה,מועצה מקומית,2012,3,125.0
גדרה,מועצה מקומית,2012,4,74.0
גדרה,מועצה מקומית,2013,1,185.0
גדרה,מועצה מקומית,2013,2,204.0
גדרה,מועצה מקומית,2013,3,131.0
גדרה,מועצה מקומית,2013,4,73.0
גדרה,מועצה מקומית,2014,1,55.0
גדרה,מועצה מקומית,2014,2,76.0
גדרה,מועצה מקומית,2014,3,73.0
גדרה,מועצה מקומית,2014,4,56.0
גדרה,מועצה מקומית,2015,1,159.0
גדרה,מועצה מקומית,2015,2,117.0
גדרה,מועצה מקומית,2015,3,504.0
גדרה,מועצה מקומית,2015,4,456.0
גדרה,מועצה מקומית,2016,1,467.0
גדרה,מועצה מקומית,2016,2,326.0
גדרה,מועצה מקומית,2016,3,689.0
גדרה,מועצה מקומית,2016,4,376.0
גדרה,מועצה מקומית,2017,1,450.0
גדרה,מועצה מקומית,2017,2,122.0
גן יבנה,מועצה מקומית,2012,1,172.0
גן יבנה,מועצה מקומית,2012,2,185.0
גן יבנה,מועצה מקומית,2012,3,212.0
גן יבנה,מועצה מקומית,2012,4,196.0
גן יבנה,מועצה מקומית,2013,1,211.0
גן יבנה,מועצה מקומית,2013,2,214.0
גן יבנה,מועצה מקומית,2013,3,228.0
גן יבנה,מועצה מקומית,2013,4,177.0
גן יבנה,מועצה מקומית,2014,1,185.0
גן יבנה,מועצה מקומית,2014,2,141.0
גן יבנה,מועצה מקומית,2014,3,67.0
גן יבנה,מועצה מקומית,2014,4,109.0
גן יבנה,מועצה מקומית,2015,1,94.0
גן יבנה,מועצה מקומית,2015,2,103.0
גן יבנה,מועצה מקומית,2015,3,133.0
גן יבנה,מועצה מקומית,2015,4,79.0
גן יבנה,מועצה מקומית,2016,1,147.0
גן יבנה,מועצה מקומית,2016,2,91.0
גן יבנה,מועצה מקומית,2016,3,146.0
גן יבנה,מועצה מקומית,2016,4,142.0
גן יבנה,מועצה מקומית,2017,1,163.0
גן יבנה,מועצה מקומית,2017,2,70.0
דייר אל אסד,מועצה מקומית,2012,1,74.0
דייר אל אסד,מועצה מקומית,2012,2,35.0
דייר אל אסד,מועצה מקומית,2012,3,23.0
דייר אל אסד,מועצה מקומית,2012,4,62.0
דייר אל אסד,מועצה מקומית,2013,1,40.0
דייר אל אסד,מועצה מקומית,2013,2,28.0
דייר אל אסד,מועצה מקומית,2013,3,39.0
דייר אל אסד,מועצה מקומית,2013,4,70.0
דייר אל אסד,מועצה מקומית,2014,1,105.0
דייר אל אסד,מועצה מקומית,2014,2,83.0
דייר אל אסד,מועצה מקומית,2014,3,54.0
דייר אל אסד,מועצה מקומית,2014,4,79.0
דייר אל אסד,מועצה מקומית,2015,1,75.0
דייר אל אסד,מועצה מקומית,2015,2,64.0
דייר אל אסד,מועצה מקומית,2015,3,106.0
דייר אל אסד,מועצה מקומית,2015,4,37.0
דייר אל אסד,מועצה מקומית,2016,1,118.0
דייר אל אסד,מועצה מקומית,2016,2,93.0
דייר אל אסד,מועצה מקומית,2016,3,106.0
דייר אל אסד,מועצה מקומית,2016,4,91.0
דייר אל אסד,מועצה מקומית,2017,1,169.0
דייר אל אסד,מועצה מקומית,2017,2,72.0
דימונה,עירייה,2012,1,358.0
דימונה,עירייה,2012,2,563.0
דימונה,עירייה,2012,3,518.0
דימונה,עירייה,2012,4,439.0
דימונה,עירייה,2013,1,468.0
דימונה,עירייה,2013,2,491.0
דימונה,עירייה,2013,3,526.0
דימונה,עירייה,2013,4,548.0
דימונה,עירייה,2014,1,459.0
דימונה,עירייה,2014,2,396.0
דימונה,עירייה,2014,3,378.0
דימונה,עירייה,2014,4,571.0
דימונה,עירייה,2015,1,605.0
דימונה,עירייה,2015,2,582.0
דימונה,עירייה,2015,3,382.0
דימונה,עירייה,2015,4,326.0
דימונה,עירייה,2016,1,701.0
דימונה,עירייה,2016,2,548.0
דימונה,עירייה,2016,3,499.0
דימונה,עירייה,2016,4,381.0
דימונה,עירייה,2017,1,554.0
דימונה,עירייה,2017,2,285.0
הוד השרון,עירייה,2012,1,792.0
הוד השרון,עירייה,2012,2,625.0
הוד השרון,עירייה,2012,3,651.0
הוד השרון,עירייה,2012,4,337.0
הוד השרון,עירייה,2013,1,308.0
הוד השרון,עירייה,2013,2,1964.0
הוד השרון,עירייה,2013,3,897.0
הוד השרון,עירייה,2013,4,2435.0
הוד השרון,עירייה,2014,1,1416.0
הוד השרון,עירייה,2014,2,1393.0
הוד השרון,עירייה,2014,3,548.0
הוד השרון,עירייה,2014,4,422.0
הוד השרון,עירייה,2015,1,340.0
הוד השרון,עירייה,2015,2,253.0
הוד השרון,עירייה,2015,3,352.0
הוד השרון,עירייה,2015,4,429.0
הוד השרון,עירייה,2016,1,681.0
הוד השרון,עירייה,2016,2,599.0
הוד השרון,עירייה,2016,3,1521.0
הוד השרון,עירייה,2016,4,1314.0
הוד השרון,עירייה,2017,1,1418.0
הוד השרון,עירייה,2017,2,594.0
הרצליה,עירייה,2012,1,1153.0
הרצליה,עירייה,2012,2,930.0
הרצליה,עירייה,2012,3,891.0
הרצליה,עירייה,2012,4,630.0
הרצליה,עירייה,2013,1,1132.0
הרצליה,עירייה,2013,2,960.0
הרצליה,עירייה,2013,3,1459.0
הרצליה,עירייה,2013,4,1001.0
הרצליה,עירייה,2014,1,1301.0
הרצליה,עירייה,2014,2,943.0
הרצליה,עירייה,2014,3,675.0
הרצליה,עירייה,2014,4,830.0
הרצליה,עירייה,2015,1,1224.0
הרצליה,עירייה,2015,2,1205.0
הרצליה,עירייה,2015,3,1319.0
הרצליה,עירייה,2015,4,1468.0
הרצליה,עירייה,2016,1,1738.0
הרצליה,עירייה,2016,2,1821.0
הרצליה,עירייה,2016,3,1711.0
הרצליה,עירייה,2016,4,1282.0
הרצליה,עירייה,2017,1,1077.0
הרצליה,עירייה,2017,2,507.0
זכרון יעקב,מועצה מקומית,2012,1,105.0
זכרון יעקב,מועצה מקומית,2012,2,139.0
זכרון יעקב,מועצה מקומית,2012,3,269.0
זכרון יעקב,מועצה מקומית,2012,4,204.0
זכרון יעקב,מועצה מקומית,2013,1,163.0
זכרון יעקב,מועצה מקומית,2013,2,147.0
זכרון יעקב,מועצה מקומית,2013,3,157.0
זכרון יעקב,מועצה מקומית,2013,4,153.0
זכרון יעקב,מועצה מקומית,2014,1,239.0
זכרון יעקב,מועצה מקומית,2014,2,143.0
זכרון יעקב,מועצה מקומית,2014,3,113.0
זכרון יעקב,מועצה מקומית,2014,4,142.0
זכרון יעקב,מועצה מקומית,2015,1,169.0
זכרון יעקב,מועצה מקומית,2015,2,203.0
זכרון יעקב,מועצה מקומית,2015,3,146.0
זכרון יעקב,מועצה מקומית,2015,4,80.0
זכרון יעקב,מועצה מקומית,2016,1,96.0
זכרון יעקב,מועצה מקומית,2016,2,306.0
זכרון יעקב,מועצה מקומית,2016,3,190.0
זכרון יעקב,מועצה מקומית,2016,4,49.0
זכרון יעקב,מועצה מקומית,2017,1,126.0
זכרון יעקב,מועצה מקומית,2017,2,77.0
חדרה,עירייה,2012,1,1186.0
חדרה,עירייה,2012,2,1146.0
חדרה,עירייה,2012,3,1433.0
חדרה,עירייה,2012,4,1192.0
חדרה,עירייה,2013,1,976.0
חדרה,עירייה,2013,2,1283.0
חדרה,עירייה,2013,3,1492.0
חדרה,עירייה,2013,4,1467.0
חדרה,עירייה,2014,1,1437.0
חדרה,עירייה,2014,2,1932.0
חדרה,עירייה,2014,3,3074.0
חדרה,עירייה,2014,4,2107.0
חדרה,עירייה,2015,1,2644.0
חדרה,עירייה,2015,2,2296.0
חדרה,עירייה,2015,3,3140.0
חדרה,עירייה,2015,4,1840.0
חדרה,עירייה,2016,1,2951.0
חדרה,עירייה,2016,2,2010.0
חדרה,עירייה,2016,3,2147.0
חדרה,עירייה,2016,4,1325.0
חדרה,עירייה,2017,1,2209.0
חדרה,עירייה,2017,2,755.0
חולון,עירייה,2012,1,2330.0
חולון,עירייה,2012,2,1964.0
חולון,עירייה,2012,3,2409.0
חולון,עירייה,2012,4,2731.0
חולון,עירייה,2013,1,1790.0
חולון,עירייה,2013,2,2116.0
חולון,עירייה,2013,3,1988.0
חולון,עירייה,2013,4,2537.0
חולון,עירייה,2014,1,3268.0
חולון,עירייה,2014,2,2664.0
חולון,עירייה,2014,3,2355.0
חולון,עירייה,2014,4,1845.0
חולון,עירייה,2015,1,2213.0
חולון,עירייה,2015,2,2352.0
חולון,עירייה,2015,3,1817.0
חולון,עירייה,2015,4,1596.0
חולון,עירייה,2016,1,2700.0
חולון,עירייה,2016,2,3050.0
חולון,עירייה,2016,3,3290.0
חולון,עירייה,2016,4,3084.0
חולון,עירייה,2017,1,2905.0
חולון,עירייה,2017,2,1058.0
חיפה,עירייה,2012,1,10222.0
חיפה,עירייה,2012,2,7920.0
חיפה,עירייה,2012,3,9107.0
חיפה,עירייה,2012,4,7014.0
חיפה,עירייה,2013,1,7937.0
חיפה,עירייה,2013,2,8515.0
חיפה,עירייה,2013,3,8281.0
חיפה,עירייה,2013,4,7714.0
חיפה,עירייה,2014,1,8164.0
חיפה,עירייה,2014,2,3761.0
חיפה,עירייה,2014,3,3999.0
חיפה,עירייה,2014,4,4818.0
חיפה,עירייה,2015,1,6674.0
חיפה,עירייה,2015,2,5737.0
חיפה,עירייה,2015,3,7259.0
חיפה,עירייה,2015,4,7040.0
חיפה,עירייה,2016,1,9892.0
חיפה,עירייה,2016,2,8144.0
חיפה,עירייה,2016,3,8854.0
חיפה,עירייה,2016,4,6369.0
חיפה,עירייה,2017,1,11423.0
חיפה,עירייה,2017,2,4787.0
חצור הגלילית,מועצה מקומית,2012,1,105.0
חצור הגלילית,מועצה מקומית,2012,2,45.0
חצור הגלילית,מועצה מקומית,2012,3,101.0
חצור הגלילית,מועצה מקומית,2012,4,63.0
חצור הגלילית,מועצה מקומית,2013,1,88.0
חצור הגלילית,מועצה מקומית,2013,2,136.0
חצור הגלילית,מועצה מקומית,2013,3,84.0
חצור הגלילית,מועצה מקומית,2013,4,65.0
חצור הגלילית,מועצה מקומית,2014,1,160.0
חצור הגלילית,מועצה מקומית,2014,2,149.0
חצור הגלילית,מועצה מקומית,2014,3,87.0
חצור הגלילית,מועצה מקומית,2014,4,102.0
חצור הגלילית,מועצה מקומית,2015,1,298.0
חצור הגלילית,מועצה מקומית,2015,2,203.0
חצור הגלילית,מועצה מקומית,2015,3,107.0
חצור הגלילית,מועצה מקומית,2015,4,100.0
חצור הגלילית,מועצה מקומית,2016,1,286.0
חצור הגלילית,מועצה מקומית,2016,2,227.0
חצור הגלילית,מועצה מקומית,2016,3,284.0
חצור הגלילית,מועצה מקומית,2016,4,164.0
חצור הגלילית,מועצה מקומית,2017,1,435.0
חצור הגלילית,מועצה מקומית,2017,2,143.0
טבריה,עירייה,2012,1,783.0
טבריה,עירייה,2012,2,556.0
טבריה,עירייה,2012,3,944.0
טבריה,עירייה,2012,4,597.0
טבריה,עירייה,2013,1,837.0
טבריה,עירייה,2013,2,749.0
טבריה,עירייה,2013,3,909.0
טבריה,עירייה,2013,4,681.0
טבריה,עירייה,2014,1,816.0
טבריה,עירייה,2014,2,1076.0
טבריה,עירייה,2014,3,933.0
טבריה,עירייה,2014,4,767.0
טבריה,עירייה,2015,1,1038.0
טבריה,עירייה,2015,2,1015.0
טבריה,עירייה,2015,3,1236.0
טבריה,עירייה,2015,4,923.0
טבריה,עירייה,2016,1,1511.0
טבריה,עירייה,2016,2,1366.0
טבריה,עירייה,2016,3,1720.0
טבריה,עירייה,2016,4,765.0
טבריה,עירייה,2017,1,1572.0
טבריה,עירייה,2017,2,537.0
טובא זנגריה,מועצה מקומית,2012,1,54.0
טובא זנגריה,מועצה מקומית,2012,2,31.0
טובא זנגריה,מועצה מקומית,2012,3,56.0
טובא זנגריה,מועצה מקומית,2012,4,68.0
טובא זנגריה,מועצה מקומית,2013,1,56.0
טובא זנגריה,מועצה מקומית,2013,2,71.0
טובא זנגריה,מועצה מקומית,2013,3,86.0
טובא זנגריה,מועצה מקומית,2013,4,123.0
טובא זנגריה,מועצה מקומית,2014,1,125.0
טובא זנגריה,מועצה מקומית,2014,2,149.0
טובא זנגריה,מועצה מקומית,2014,3,60.0
טובא זנגריה,מועצה מקומית,2014,4,81.0
טובא זנגריה,מועצה מקומית,2015,1,42.0
טובא זנגריה,מועצה מקומית,2015,2,74.0
טובא זנגריה,מועצה מקומית,2015,3,96.0
טובא זנגריה,מועצה מקומית,2015,4,43.0
טובא זנגריה,מועצה מקומית,2016,1,94.0
טובא זנגריה,מועצה מקומית,2016,2,92.0
טובא זנגריה,מועצה מקומית,2016,3,161.0
טובא זנגריה,מועצה מקומית,2016,4,15.0
טובא זנגריה,מועצה מקומית,2017,1,26.0
טובא זנגריה,מועצה מקומית,2017,2,41.0
טייבה,עירייה,2012,1,88.0
טייבה,עירייה,2012,2,80.0
טייבה,עירייה,2012,3,98.0
טייבה,עירייה,2012,4,74.0
טייבה,עירייה,2013,1,77.0
טייבה,עירייה,2013,2,95.0
טייבה,עירייה,2013,3,134.0
טייבה,עירייה,2013,4,127.0
טייבה,עירייה,2014,1,99.0
טייבה,עירייה,2014,2,61.0
טייבה,עירייה,2014,3,95.0
טייבה,עירייה,2014,4,61.0
טייבה,עירייה,2015,1,127.0
טייבה,עירייה,2015,2,262.0
טייבה,עירייה,2015,3,351.0
טייבה,עירייה,2015,4,204.0
טייבה,עירייה,2016,1,393.0
טייבה,עירייה,2016,2,311.0
טייבה,עירייה,2016,3,233.0
טייבה,עירייה,2016,4,228.0
טייבה,עירייה,2017,1,264.0
טייבה,עירייה,2017,2,167.0
טירה,עירייה,2012,1,188.0
טירה,עירייה,2012,2,226.0
טירה,עירייה,2012,3,135.0
טירה,עירייה,2012,4,145.0
טירה,עירייה,2013,1,151.0
טירה,עירייה,2013,2,166.0
טירה,עירייה,2013,3,213.0
טירה,עירייה,2013,4,175.0
טירה,עירייה,2014,1,175.0
טירה,עירייה,2014,2,200.0
טירה,עירייה,2014,3,310.0
טירה,עירייה,2014,4,71.0
טירה,עירייה,2015,1,78.0
טירה,עירייה,2015,2,183.0
טירה,עירייה,2015,3,366.0
טירה,עירייה,2015,4,266.0
טירה,עירייה,2016,1,370.0
טירה,עירייה,2016,2,211.0
טירה,עירייה,2016,3,229.0
טירה,עירייה,2016,4,185.0
טירה,עירייה,2017,1,233.0
טירה,עירייה,2017,2,120.0
טירת כרמל,עירייה,2012,1,294.0
טירת כרמל,עירייה,2012,2,232.0
טירת כרמל,עירייה,2012,3,450.0
טירת כרמל,עירייה,2012,4,404.0
טירת כרמל,עירייה,2013,1,440.0
טירת כרמל,עירייה,2013,2,406.0
טירת כרמל,עירייה,2013,3,269.0
טירת כרמל,עירייה,2013,4,354.0
טירת כרמל,עירייה,2014,1,516.0
טירת כרמל,עירייה,2014,2,316.0
טירת כרמל,עירייה,2014,3,409.0
טירת כרמל,עירייה,2014,4,257.0
טירת כרמל,עירייה,2015,1,392.0
טירת כרמל,עירייה,2015,2,268.0
טירת כרמל,עירייה,2015,3,221.0
טירת כרמל,עירייה,2015,4,250.0
טירת כרמל,עירייה,2016,1,374.0
טירת כרמל,עירייה,2016,2,191.0
טירת כרמל,עירייה,2016,3,186.0
טירת כרמל,עירייה,2016,4,183.0
טירת כרמל,עירייה,2017,1,417.0
טירת כרמל,עירייה,2017,2,154.0
טמרה,עירייה,2012,1,64.0
טמרה,עירייה,2012,2,53.0
טמרה,עירייה,2012,3,59.0
טמרה,עירייה,2012,4,43.0
טמרה,עירייה,2013,1,104.0
טמרה,עירייה,2013,2,89.0
טמרה,עירייה,2013,3,77.0
טמרה,עירייה,2013,4,45.0
טמרה,עירייה,2014,1,117.0
טמרה,עירייה,2014,2,217.0
טמרה,עירייה,2014,3,130.0
טמרה,עירייה,2014,4,78.0
טמרה,עירייה,2015,1,177.0
טמרה,עירייה,2015,2,190.0
טמרה,עירייה,2015,3,194.0
טמרה,עירייה,2015,4,55.0
טמרה,עירייה,2016,1,471.0
טמרה,עירייה,2016,2,534.0
טמרה,עירייה,2016,3,394.0
טמרה,עירייה,2016,4,323.0
טמרה,עירייה,2017,1,517.0
טמרה,עירייה,2017,2,254.0
יבנה,עירייה,2012,1,236.0
יבנה,עירייה,2012,2,197.0
יבנה,עירייה,2012,3,250.0
יבנה,עירייה,2012,4,238.0
יבנה,עירייה,2013,1,250.0
יבנה,עירייה,2013,2,276.0
יבנה,עירייה,2013,3,254.0
יבנה,עירייה,2013,4,154.0
יבנה,עירייה,2014,1,110.0
יבנה,עירייה,2014,2,211.0
יבנה,עירייה,2014,3,189.0
יבנה,עירייה,2014,4,226.0
יבנה,עירייה,2015,1,192.0
יבנה,עירייה,2015,2,83.0
יבנה,עירייה,2015,3,267.0
יבנה,עירייה,2015,4,611.0
יבנה,עירייה,2016,1,744.0
יבנה,עירייה,2016,2,466.0
יבנה,עירייה,2016,3,572.0
יבנה,עירייה,2016,4,451.0
יבנה,עירייה,2017,1,463.0
יבנה,עירייה,2017,2,182.0
יהוד מונוסון,עירייה,2012,1,96.0
יהוד מונוסון,עירייה,2012,2,97.0
יהוד מונוסון,עירייה,2012,3,121.0
יהוד מונוסון,עירייה,2012,4,161.0
יהוד מונוסון,עירייה,2013,1,151.0
יהוד מונוסון,עירייה,2013,2,185.0
יהוד מונוסון,עירייה,2013,3,228.0
יהוד מונוסון,עירייה,2013,4,161.0
יהוד מונוסון,עירייה,2014,1,153.0
יהוד מונוסון,עירייה,2014,2,96.0
יהוד מונוסון,עירייה,2014,3,218.0
יהוד מונוסון,עירייה,2014,4,127.0
יהוד מונוסון,עירייה,2015,1,164.0
יהוד מונוסון,עירייה,2015,2,174.0
יהוד מונוסון,עירייה,2015,3,140.0
יהוד מונוסון,עירייה,2015,4,70.0
יהוד מונוסון,עירייה,2016,1,240.0
יהוד מונוסון,עירייה,2016,2,318.0
יהוד מונוסון,עירייה,2016,3,320.0
יהוד מונוסון,עירייה,2016,4,295.0
יהוד מונוסון,עירייה,2017,1,395.0
יהוד מונוסון,עירייה,2017,2,151.0
יקנעם עילית,עירייה,2012,1,158.0
יקנעם עילית,עירייה,2012,2,97.0
יקנעם עילית,עירייה,2012,3,108.0
יקנעם עילית,עירייה,2012,4,79.0
יקנעם עילית,עירייה,2013,1,86.0
יקנעם עילית,עירייה,2013,2,87.0
יקנעם עילית,עירייה,2013,3,50.0
יקנעם עילית,עירייה,2013,4,103.0
יקנעם עילית,עירייה,2014,1,138.0
יקנעם עילית,עירייה,2014,2,81.0
יקנעם עילית,עירייה,2014,3,92.0
יקנעם עילית,עירייה,2014,4,64.0
יקנעם עילית,עירייה,2015,1,128.0
יקנעם עילית,עירייה,2015,2,76.0
יקנעם עילית,עירייה,2015,3,92.0
יקנעם עילית,עירייה,2015,4,121.0
יקנעם עילית,עירייה,2016,1,219.0
יקנעם עילית,עירייה,2016,2,102.0
יקנעם עילית,עירייה,2016,3,153.0
יקנעם עילית,עירייה,2016,4,157.0
יקנעם עילית,עירייה,2017,1,227.0
יקנעם עילית,עירייה,2017,2,56.0
ירוחם,מועצה מקומית,2012,1,31.0
ירוחם,מועצה מקומית,2012,2,23.0
ירוחם,מועצה מקומית,2012,3,45.0
ירוחם,מועצה מקומית,2012,4,27.0
ירוחם,מועצה מקומית,2013,1,46.0
ירוחם,מועצה מקומית,2013,2,67.0
ירוחם,מועצה מקומית,2013,3,137.0
ירוחם,מועצה מקומית,2013,4,39.0
ירוחם,מועצה מקומית,2014,1,78.0
ירוחם,מועצה מקומית,2014,2,47.0
ירוחם,מועצה מקומית,2014,3,28.0
ירוחם,מועצה מקומית,2014,4,104.0
ירוחם,מועצה מקומית,2015,1,85.0
ירוחם,מועצה מקומית,2015,2,86.0
ירוחם,מועצה מקומית,2015,3,58.0
ירוחם,מועצה מקומית,2015,4,64.0
ירוחם,מועצה מקומית,2016,1,135.0
ירוחם,מועצה מקומית,2016,2,128.0
ירוחם,מועצה מקומית,2016,3,135.0
ירוחם,מועצה מקומית,2016,4,106.0
ירוחם,מועצה מקומית,2017,1,172.0
ירוחם,מועצה מקומית,2017,2,66.0
ירושלים,עירייה,2012,1,15193.0
ירושלים,עירייה,2012,2,11795.0
ירושלים,עירייה,2012,3,12741.0
ירושלים,עירייה,2012,4,14948.0
ירושלים,עירייה,2013,1,12967.0
ירושלים,עירייה,2013,2,12632.0
ירושלים,עירייה,2013,3,10083.0
ירושלים,עירייה,2013,4,12617.0
ירושלים,עירייה,2014,1,12585.0
ירושלים,עירייה,2014,2,9531.0
ירושלים,עירייה,2014,3,8654.0
ירושלים,עירייה,2014,4,10723.0
ירושלים,עירייה,2015,1,10566.0
ירושלים,עירייה,2015,2,10869.0
ירושלים,עירייה,2015,3,11396.0
